user_id,customer_age,city,distance_km,fare_amount,total_surge_multiplier,lifetime_rides,customer_rating,avg_driver_rating,cancellation_rate,payment_type,loyalty_score,churn,customer_rating_missing
100024,24.0,Mumbai,2.83,92.43,1.2,3.4965075614664802,5.0,4.2,0.193,Credit Card,8.63,0,0
100025,36.0,Delhi,16.06,289.06,1.0,2.833213344056216,5.0,4.0,0.114,Cash,7.18,0,0
100026,43.0,Mumbai,12.34,339.91,1.5,1.791759469228055,3.0,3.8,0.011,Cash,5.03,0,0
100027,40.0,Delhi,9.05,222.94,1.5,2.639057329615259,2.0,4.2,0.272,cash,4.15,0,0
100028,40.0,Delhi,15.64,310.57,1.0,3.4965075614664802,5.0,3.8,0.028,credit_card,8.26,0,0
100029,48.0,Delhi,6.24,111.62,1.0,2.995732273553991,1.0,4.8,0.413,credit_card,2.24,1,0
100030,39.0,Mumbai,8.42,340.16,2.2,2.0794415416798357,5.0,4.2,0.118,Credit Card,6.36,0,0
100031,46.0,Bengaluru,10.51,209.41,1.0,3.2188758248682006,4.0,4.2,0.479,Credit Card,6.01,1,0
100032,42.0,Bengaluru,11.61,229.45,1.0,1.3862943611198906,4.0,4.8,0.257,Credit Card,2.51,1,1
100033,32.0,Mumbai,5.68,164.29,1.2,3.5263605246161616,5.0,4.0,0.145,Credit Card,8.89,0,0
100034,35.333333333333336,Hyderabad,3.52,131.37,1.5,2.0794415416798357,4.0,4.8,0.072,UPI,5.46,1,1
100035,27.0,Mumbai,8.78,219.47,1.2,3.295836866004329,4.0,5.0,0.179,credit_card,4.95,1,1
100036,44.0,Mumbai,8.97,223.05,1.2,2.995732273553991,4.0,3.8,0.037,Credit Card,7.3,0,0
100037,37.0,Mumbai,5.91,263.37,2.2,3.9512437185814275,4.0,4.2,0.552,Cash,6.29,0,0
100038,61.0,Mumbai,4.93,134.21,1.0,2.772588722239781,5.0,4.5,0.333,cash,6.3,1,0
100039,41.0,Mumbai,10.18,221.57,1.0,2.833213344056216,4.0,4.5,0.263,upi,6.34,1,0
100040,62.0,Delhi,8.09,186.7,1.2,3.4339872044851463,4.0,4.5,0.124,Credit Card,8.11,0,0
100041,26.0,Hyderabad,5.57,234.5,1.0,3.1780538303479458,5.0,4.2,0.212,upi,8.18,0,0
100042,40.0,Mumbai,3.42,128.02,1.8,2.1972245773362196,4.0,5.0,0.068,UPI,6.23,0,0
100043,24.0,Delhi,15.39,313.27,1.2,2.1972245773362196,5.0,4.0,0.092,Credit Card,6.13,0,0
100044,38.0,Delhi,33.07,533.36,1.0,2.8903717578961645,4.0,3.8,0.145,Cash,6.4,1,0
100045,50.0,Delhi,15.1,272.25,1.0,2.833213344056216,5.0,4.0,0.261,UPI,6.58,0,0
100046,36.0,Hyderabad,8.55,141.43,1.0,4.23410650459726,4.0,4.8,0.124,Cash,8.55,0,0
100047,38.0,Mumbai,11.72,347.04,1.8,3.4965075614664802,5.0,4.5,0.301,UPI,7.55,0,0
100048,46.0,Mumbai,38.31,234.5,1.2,3.044522437723423,3.0,4.2,0.054,cash,6.42,0,0
100049,64.0,Delhi,10.23,244.56,1.2,2.4849066497880004,4.0,4.2,0.234,Credit Card,4.88,1,0
100050,31.0,Hyderabad,8.05,157.58,1.0,2.1972245773362196,5.0,4.2,0.282,cash,5.56,0,0
100051,29.0,Mumbai,10.55,324.0,1.8,2.9444389791664403,4.0,4.5,0.018,Cash,7.7,0,0
100052,34.0,Delhi,2.94,90.7,1.0,2.3978952727983707,5.0,4.2,0.143,cash,6.46,0,0
100053,40.0,Hyderabad,19.57,345.05,1.0,2.833213344056216,3.0,4.8,0.124,UPI,6.98,0,0
100054,32.0,Delhi,3.54,105.58,1.0,2.772588722239781,3.0,4.0,0.095,Cash,6.41,0,0
100055,45.0,Bengaluru,11.67,311.62,1.5,2.9444389791664403,4.0,4.0,0.003,cash,7.89,0,0
100056,50.0,Bengaluru,6.34,179.04,1.2,2.833213344056216,4.0,4.8,0.175,Cash,6.31,0,0
100057,27.0,Delhi,36.03,579.63,1.0,3.1354942159291497,2.0,5.0,0.118,Credit Card,5.51,0,0
100058,60.0,Mumbai,28.98,574.41,1.2,2.9444389791664403,4.0,4.0,0.11,Cash,7.17,1,0
100059,24.0,Bengaluru,7.8,321.43,2.2,2.9444389791664403,5.0,5.0,0.016,UPI,7.88,0,0
100060,45.0,Mumbai,18.46,234.5,1.2,1.791759469228055,3.0,4.2,0.092,Credit Card,4.88,0,0
100061,43.0,Mumbai,18.22,573.24,1.8,2.70805020110221,4.0,5.0,0.382,UPI,4.6,1,1
100062,63.0,Bengaluru,2.92,97.99,1.0,3.258096538021482,4.0,4.5,0.268,Credit Card,6.38,0,0
100063,33.0,Hyderabad,6.79,185.84,1.5,2.1972245773362196,4.0,4.5,0.136,UPI,5.69,0,0
100064,41.0,Delhi,4.73,250.89,2.2,2.302585092994046,5.0,4.0,0.096,Cash,7.18,0,0
100065,46.0,Hyderabad,3.52,60.0,1.0,3.044522437723423,4.0,4.2,0.213,upi,6.21,0,0
100066,50.0,Mumbai,8.65,191.61,1.0,1.0986122886681096,2.0,4.2,0.177,UPI,3.05,1,0
100067,38.0,Delhi,10.11,481.7,2.8,3.6888794541139363,2.0,4.0,0.069,Cash,6.88,0,0
100068,61.0,Bengaluru,8.02,210.49,1.2,2.70805020110221,4.0,4.8,0.146,Credit Card,6.81,0,0
100069,26.0,Hyderabad,6.92,155.28,1.0,1.791759469228055,5.0,4.8,0.305,cash,5.42,0,0
100070,29.0,Delhi,8.23,181.37,1.0,3.1354942159291497,4.0,4.2,0.171,credit_card,7.62,0,0
100071,40.0,Delhi,26.05,647.81,1.5,2.833213344056216,4.0,4.2,0.197,Credit Card,6.34,1,0
100072,29.0,Hyderabad,10.23,284.01,1.5,2.1972245773362196,3.0,3.5,0.142,cash,3.82,0,0
100073,21.0,Mumbai,7.45,223.15,1.5,2.8903717578961645,3.0,4.5,0.054,Credit Card,6.41,0,0
100074,56.0,Hyderabad,11.92,548.52,2.8,2.9444389791664403,4.0,4.8,0.165,Cash,6.76,1,0
100075,50.0,Bengaluru,10.26,234.5,2.2,3.332204510175204,3.0,4.5,0.074,UPI,6.85,0,0
100076,19.0,Hyderabad,3.5,126.55,1.2,3.367295829986474,5.0,3.8,0.024,credit_card,9.13,0,0
100077,50.0,Bengaluru,9.3,194.25,1.0,2.639057329615259,5.0,4.2,0.1,Credit Card,8.28,0,0
100078,52.0,Mumbai,6.9,253.2,2.2,2.0794415416798357,5.0,4.0,0.018,Cash,7.36,0,0
100079,25.0,Bengaluru,5.45,119.21,1.0,2.9444389791664403,5.0,4.2,0.132,UPI,7.99,0,0
100080,54.0,Delhi,15.97,294.03,1.0,3.4011973816621555,3.0,4.5,0.33,cash,6.21,1,0
100081,20.0,Delhi,7.55,150.97,1.0,3.258096538021482,1.0,4.2,0.042,Cash,4.65,1,0
100082,32.0,Mumbai,4.4,153.01,1.0,3.5553480614894135,4.0,4.5,0.052,UPI,7.84,0,0
100083,36.0,Delhi,14.23,266.13,1.0,3.5553480614894135,5.0,4.2,0.281,UPI,7.47,0,0
100084,44.0,Mumbai,8.64,197.22,1.0,3.4657359027997265,5.0,4.0,0.115,Cash,8.26,0,0
100085,43.0,Mumbai,12.34,245.27,1.0,1.9459101490553132,4.0,4.8,0.155,Credit Card,6.46,0,0
100086,41.0,Hyderabad,2.58,123.54,1.8,2.302585092994046,3.0,4.0,0.15,Cash,5.56,0,0
100087,28.0,Delhi,2.46,110.79,1.8,2.9444389791664403,4.0,4.5,0.149,Cash,6.86,0,0
100088,57.0,Delhi,15.46,398.11,1.5,1.9459101490553132,4.0,3.5,0.332,upi,3.72,1,1
100089,46.0,Mumbai,22.09,380.8,1.0,4.23410650459726,4.0,4.5,0.036,UPI,9.58,0,0
100090,32.0,Bengaluru,6.38,219.81,1.8,2.5649493574615367,5.0,4.0,0.152,UPI,7.03,0,0
100091,31.0,Delhi,7.07,268.45,1.8,2.3978952727983707,5.0,4.5,0.072,cash,7.87,0,0
100092,55.0,Hyderabad,21.35,504.03,1.5,2.4849066497880004,4.0,4.0,0.14,Cash,6.01,0,0
100093,46.0,Delhi,13.78,219.64,1.0,2.302585092994046,4.0,4.2,0.051,cash,5.85,0,0
100094,27.0,Hyderabad,14.57,250.12,1.0,2.4849066497880004,5.0,4.2,0.017,Credit Card,7.41,0,0
100095,33.0,Mumbai,20.0,326.38,1.0,2.3978952727983707,2.0,4.2,0.096,Credit Card,4.48,0,0
100096,50.0,Mumbai,4.89,171.33,1.5,1.6094379124341003,4.0,5.0,0.325,Cash,4.74,1,0
100097,19.0,Delhi,6.21,123.79,1.0,2.1972245773362196,3.0,4.5,0.14,Cash,5.06,0,0
100098,28.0,Mumbai,15.01,322.04,1.2,4.812184355372417,3.0,4.2,0.164,UPI,8.39,0,0
100099,47.0,Hyderabad,2.7,743.635,1.0,2.9444389791664403,4.0,4.8,0.098,cash,7.68,0,0
100100,23.0,Hyderabad,13.91,268.21,1.0,4.727387818712341,4.0,4.2,0.181,cash,9.28,0,0
100101,57.0,Mumbai,9.4,208.87,1.0,2.3978952727983707,4.0,3.8,0.113,UPI,6.42,0,0
100102,25.0,Mumbai,10.62,209.43,1.0,1.791759469228055,5.0,3.8,0.148,Credit Card,5.69,0,0
100103,38.333333333333336,Delhi,27.46,743.635,2.2,2.3978952727983707,4.0,4.5,0.138,upi,5.93,0,0
100104,22.0,Mumbai,4.07,133.4,1.2,4.304065093204169,5.0,4.8,0.072,Cash,9.6,0,0
100105,38.0,Mumbai,2.17,74.32,1.2,3.6375861597263857,5.0,3.8,0.214,Credit Card,7.94,0,0
100106,33.0,Delhi,5.19,137.11,1.2,1.9459101490553132,5.0,4.5,0.075,credit_card,6.87,0,0
100107,29.0,Delhi,10.09,185.04,1.0,3.4011973816621555,5.0,3.5,0.166,UPI,8.66,0,0
100108,39.0,Hyderabad,9.43,289.51,1.8,3.295836866004329,4.0,4.8,0.13,Credit Card,7.86,0,0
100109,28.0,Pune,10.12,233.16,1.2,3.6109179126442243,5.0,4.2,0.209,UPI,7.92,0,0
100110,41.0,Delhi,19.03,743.635,3.2,3.332204510175204,4.0,4.5,0.019,Credit Card,9.22,0,0
100111,46.0,Bengaluru,23.82,607.97,1.5,3.295836866004329,5.0,3.5,0.119,Cash,7.99,0,0
100112,42.0,Mumbai,6.86,160.91,1.2,2.4849066497880004,4.0,4.2,0.03,Credit Card,6.91,0,0
100113,25.0,Delhi,30.29,743.635,2.2,2.70805020110221,2.0,4.2,0.087,cash,5.78,1,0
100114,49.0,Delhi,5.29,98.58,1.0,1.791759469228055,5.0,4.2,0.042,Credit Card,6.67,0,0
100115,40.0,Bengaluru,6.82,173.45,1.2,2.4849066497880004,5.0,5.0,0.11,upi,7.86,0,0
100116,48.0,Delhi,30.39,743.635,1.8,2.772588722239781,4.0,4.8,0.156,cash,7.02,1,0
100117,50.0,Mumbai,25.15,484.85,1.2,3.7376696182833684,3.0,4.5,0.027,UPI,9.28,0,0
100118,33.0,Hyderabad,6.9,253.38,1.8,3.044522437723423,5.0,4.2,0.313,Cash,7.24,0,0
100119,47.0,Mumbai,4.99,193.64,1.8,3.367295829986474,3.0,4.5,0.127,Cash,7.19,0,0
100120,29.0,Delhi,10.21,222.07,1.2,3.4339872044851463,2.0,5.0,0.238,credit_card,5.43,1,0
100121,45.0,Pune,8.23,159.41,1.0,2.302585092994046,5.0,3.8,0.11,credit_card,6.65,0,0
100122,19.0,Mumbai,6.71,291.37,2.2,2.302585092994046,5.0,4.8,0.035,Cash,6.98,0,0
100123,46.0,Hyderabad,21.82,382.91,1.0,1.6094379124341003,5.0,3.8,0.226,Credit Card,5.16,0,0
100124,38.0,Bengaluru,11.15,239.2,1.0,3.1780538303479458,4.0,5.0,0.056,Cash,7.0,0,0
100125,19.0,Bengaluru,7.15,403.38,3.2,2.9444389791664403,4.0,4.2,0.238,UPI,6.4,0,0
100126,42.0,Mumbai,8.41,265.51,1.5,2.639057329615259,4.0,4.2,0.053,credit_card,6.02,0,0
100127,32.0,Mumbai,4.43,136.83,1.5,2.639057329615259,5.0,4.5,0.068,UPI,7.69,0,0
100128,63.0,Mumbai,6.44,166.53,1.2,2.3978952727983707,4.0,5.0,0.027,credit_card,7.04,0,0
100129,40.0,Delhi,32.55,525.95,1.0,2.9444389791664403,5.0,4.2,0.139,UPI,7.2,0,0
100130,66.0,Mumbai,9.2,365.83,2.2,2.995732273553991,3.0,4.0,0.152,Credit Card,6.56,0,0
100131,47.0,Pune,2.78,125.61,1.2,2.639057329615259,4.0,4.8,0.294,Credit Card,6.07,0,0
100132,28.0,Bengaluru,31.8,743.635,1.5,2.772588722239781,3.0,4.0,0.205,Cash,5.24,1,0
100133,42.0,Pune,3.54,99.25,1.0,2.70805020110221,1.0,4.8,0.103,credit_card,4.56,1,0
100134,41.0,Pune,5.97,234.5,1.5,1.791759469228055,4.0,5.0,0.134,Credit Card,4.81,1,0
100135,48.0,Delhi,17.98,294.81,1.0,4.02535169073515,4.0,4.8,0.08,UPI,8.1,0,0
100136,19.0,Mumbai,2.69,743.635,1.0,3.4339872044851463,4.0,4.2,0.183,Cash,7.17,0,0
100137,35.0,Hyderabad,2.28,89.55,1.2,4.04305126783455,3.0,4.5,0.184,upi,6.31,0,0
100138,31.0,Bengaluru,11.44,234.5,1.0,1.9459101490553132,5.0,5.0,0.297,credit_card,5.62,0,0
100139,41.0,Delhi,30.75,743.635,1.5,3.091042453358316,5.0,4.2,0.119,credit_card,8.15,0,0
100140,33.0,Hyderabad,6.32,146.6,1.2,3.044522437723423,2.0,4.2,0.237,Credit Card,4.98,0,0
100141,42.0,Delhi,4.59,156.38,1.2,2.302585092994046,5.0,5.0,0.109,UPI,5.95,0,0
100142,46.0,Pune,7.36,195.51,1.2,3.4657359027997265,4.0,4.8,0.113,credit_card,7.21,0,0
100143,36.0,Delhi,43.02,743.635,1.2,2.639057329615259,5.0,3.8,0.122,UPI,7.99,0,0
100144,47.0,Bengaluru,2.18,139.53,1.5,2.1972245773362196,5.0,4.0,0.228,Credit Card,6.0,1,0
100145,33.0,Bengaluru,13.48,298.85,1.2,2.5649493574615367,2.0,4.2,0.17,Cash,4.35,1,0
100146,33.0,Bengaluru,4.9,133.94,1.0,2.0794415416798357,5.0,4.2,0.179,cash,7.09,0,0
100147,42.0,Delhi,20.61,621.08,1.8,2.70805020110221,4.0,4.5,0.117,UPI,6.14,0,0
100148,40.0,Bengaluru,14.83,317.51,1.2,2.3978952727983707,4.0,4.2,0.368,Cash,5.53,1,0
100149,43.0,Delhi,30.04,489.4,1.0,2.302585092994046,4.0,4.5,0.483,cash,4.36,1,0
100150,65.0,Delhi,23.26,402.18,1.0,2.8903717578961645,2.0,4.8,0.107,Credit Card,5.99,1,0
100151,26.0,Mumbai,17.54,307.57,1.0,3.8066624897703196,2.0,4.8,0.302,cash,5.73,0,0
100152,20.0,Delhi,46.02,743.635,1.5,3.7612001156935624,5.0,4.2,0.212,credit_card,8.35,0,0
100153,52.0,Delhi,4.67,132.34,1.0,3.1354942159291497,4.0,3.8,0.086,cash,5.43,0,1
100154,44.0,Delhi,28.54,481.98,1.0,3.970291913552122,4.0,4.8,0.203,Cash,7.31,0,0
100155,43.0,Hyderabad,10.83,403.22,2.2,2.0794415416798357,4.0,4.2,0.115,Cash,4.37,1,0
100156,30.0,Bengaluru,5.62,130.24,1.0,2.833213344056216,4.0,3.5,0.218,Credit Card,6.07,0,0
100157,21.0,Pune,12.14,285.65,1.2,3.1354942159291497,4.0,4.0,0.123,Cash,7.16,0,0
100158,35.0,Mumbai,6.71,228.89,1.8,2.995732273553991,5.0,4.5,0.283,UPI,6.64,0,0
100159,37.0,Hyderabad,3.32,88.39,1.0,4.406719247264253,4.0,5.0,0.132,Credit Card,9.7,0,0
100160,38.0,Delhi,8.76,228.31,1.5,1.3862943611198906,4.0,4.8,0.062,Credit Card,4.77,0,0
100161,39.0,Hyderabad,5.66,148.16,1.2,2.302585092994046,3.0,4.5,0.077,Credit Card,6.01,0,0
100162,53.0,Mumbai,34.15,564.8,1.0,4.356708826689592,3.0,5.0,0.309,Credit Card,8.21,0,0
100163,25.0,Bengaluru,7.32,173.22,1.0,2.8903717578961645,4.0,4.2,0.074,Credit Card,7.14,0,0
100164,19.0,Mumbai,7.34,204.33,1.2,2.639057329615259,2.0,3.8,0.323,Credit Card,3.75,0,0
100165,33.0,Bengaluru,2.34,75.46,1.0,2.5649493574615367,5.0,5.0,0.042,UPI,7.76,0,0
100166,19.0,Hyderabad,14.21,278.59,1.0,3.6888794541139363,4.0,4.0,0.238,Credit Card,7.7,0,0
100167,19.0,Bengaluru,29.39,740.97,1.5,3.8712010109078907,5.0,4.8,0.062,credit_card,9.48,0,0
100168,56.0,Hyderabad,2.01,86.55,1.0,3.367295829986474,5.0,3.5,0.259,credit_card,7.47,0,0
100169,40.0,Pune,28.58,552.48,1.2,2.639057329615259,5.0,3.5,0.023,Cash,7.67,0,0
100170,30.0,Bengaluru,7.34,156.36,1.0,2.772588722239781,3.0,4.2,0.025,credit_card,6.03,0,0
100171,33.0,Bengaluru,4.08,135.63,1.2,2.4849066497880004,4.0,4.0,0.195,Credit Card,6.75,0,0
100172,59.0,Hyderabad,14.08,342.23,1.5,2.3978952727983707,4.0,4.2,0.033,credit_card,7.43,0,1
100173,52.0,Bengaluru,3.24,108.22,1.0,2.995732273553991,3.0,4.5,0.095,Credit Card,6.34,0,0
100174,49.0,Pune,19.23,483.65,1.5,3.332204510175204,5.0,4.0,0.076,Credit Card,9.14,0,0
100175,42.0,Hyderabad,14.44,254.01,1.0,3.7612001156935624,5.0,5.0,0.098,Cash,8.67,0,0
100176,39.333333333333336,Mumbai,22.83,585.28,1.5,3.6109179126442243,5.0,4.5,0.304,Cash,7.93,0,0
100177,36.0,Delhi,42.99,743.635,3.2,3.091042453358316,5.0,3.5,0.121,Cash,8.75,0,0
100178,-3.0,Delhi,4.92,154.34,1.0,2.1972245773362196,3.0,4.0,0.166,Cash,5.27,0,0
100179,62.0,Hyderabad,6.14,162.19,1.2,2.70805020110221,5.0,4.2,0.321,Cash,6.52,0,0
100180,35.0,Mumbai,30.53,741.33,1.5,2.302585092994046,3.0,4.2,0.05,UPI,4.89,1,0
100181,22.0,Delhi,3.47,79.6,1.0,3.044522437723423,4.0,4.2,0.096,UPI,7.05,0,0
100182,19.0,Mumbai,12.54,257.1,1.2,1.791759469228055,5.0,4.5,0.571,Cash,3.49,0,0
100183,48.0,Mumbai,7.49,132.37,1.0,3.295836866004329,5.0,3.5,0.235,Credit Card,8.31,0,0
100184,19.0,Delhi,22.71,657.02,1.8,2.3978952727983707,4.0,4.5,0.025,upi,6.79,0,0
100185,45.0,Delhi,2.23,234.5,1.0,1.791759469228055,4.0,4.5,0.077,UPI,5.02,0,0
100186,41.0,Hyderabad,28.61,743.635,1.8,4.0943445622221,4.0,5.0,0.266,Credit Card,8.06,0,0
100187,36.0,Hyderabad,8.47,460.77,3.2,3.5553480614894135,5.0,4.5,0.15,cash,8.41,0,0
100188,68.0,Delhi,27.07,743.635,2.2,2.995732273553991,5.0,4.2,0.176,Cash,8.23,0,0
100189,31.0,Delhi,18.76,317.26,1.0,3.258096538021482,5.0,4.2,0.093,UPI,8.31,0,0
100190,44.0,Bengaluru,12.89,349.67,1.5,3.258096538021482,4.0,4.5,0.258,UPI,6.74,0,0
100191,23.0,Delhi,23.72,410.09,1.0,2.302585092994046,4.0,4.8,0.194,Cash,5.33,0,0
100192,28.0,Delhi,7.13,169.0,1.0,3.5553480614894135,4.0,4.5,0.18,Cash,7.87,0,0
100193,47.0,Bengaluru,23.16,460.09,1.2,1.791759469228055,4.0,4.5,0.183,cash,5.44,0,0
100194,29.0,Bengaluru,4.49,124.14,1.0,1.9459101490553132,5.0,4.5,0.096,Credit Card,6.33,0,0
100195,38.0,Hyderabad,21.84,454.8,1.2,3.6888794541139363,5.0,4.8,0.186,Cash,8.41,0,0
100196,38.333333333333336,Bengaluru,5.51,234.5,1.8,4.07753744390572,2.0,4.2,0.288,credit_card,6.6,0,0
100197,39.0,Mumbai,12.76,241.19,1.0,2.1972245773362196,4.0,4.8,0.085,UPI,6.07,0,0
100198,33.0,Mumbai,4.53,130.62,1.0,2.3978952727983707,3.0,4.8,0.109,Credit Card,5.54,0,0
100199,39.0,Mumbai,14.11,438.01,1.8,3.4657359027997265,4.0,4.0,0.264,UPI,7.47,1,0
100200,19.0,Mumbai,3.67,90.95,1.0,3.044522437723423,5.0,4.0,0.156,Credit Card,7.86,0,0
100201,35.0,Pune,2.55,91.56,1.2,2.0794415416798357,4.0,5.0,0.085,Cash,5.52,0,0
100202,51.0,Hyderabad,13.83,257.19,1.0,4.465908118654584,5.0,4.2,0.164,upi,10.0,0,0
100203,59.0,Hyderabad,11.94,214.0,1.0,2.833213344056216,5.0,3.8,0.171,UPI,7.77,0,0
100204,46.0,Delhi,17.04,291.65,1.0,4.709530201312334,4.0,4.2,0.036,Credit Card,9.91,0,0
100205,40.0,Mumbai,8.22,266.0,1.8,3.1354942159291497,4.0,5.0,0.08,credit_card,6.46,0,0
100206,40.0,Bengaluru,10.86,389.35,2.2,4.2626798770413155,1.0,4.2,0.204,UPI,6.04,1,0
100207,29.0,Pune,6.9,162.57,1.0,2.4849066497880004,5.0,4.0,0.249,Cash,5.49,0,0
100208,50.0,Mumbai,20.05,505.87,1.5,2.4849066497880004,4.0,4.2,0.095,Credit Card,7.28,0,0
100209,49.0,Hyderabad,11.15,236.71,1.0,1.9459101490553132,5.0,4.5,0.137,Cash,5.53,0,0
100210,32.0,Pune,6.16,155.05,1.0,3.6635616461296463,4.0,4.0,0.381,Cash,6.62,0,0
100211,19.0,Mumbai,10.8,404.35,2.2,2.639057329615259,5.0,4.0,0.343,UPI,6.22,0,0
100212,43.0,Bengaluru,12.46,234.5,1.8,2.833213344056216,4.0,4.5,0.162,cash,7.49,1,0
100213,53.0,Pune,13.41,237.11,1.0,2.8903717578961645,4.0,3.8,0.267,Credit Card,5.45,1,0
100214,33.0,Delhi,8.56,159.98,1.0,2.4849066497880004,4.0,4.2,0.068,Credit Card,6.03,0,0
100215,41.0,Hyderabad,6.5,168.91,1.2,2.3978952727983707,4.0,4.2,0.204,upi,5.63,0,0
100216,43.0,Delhi,7.86,161.93,1.0,3.6375861597263857,3.0,5.0,0.466,Credit Card,5.06,1,0
100217,50.0,Mumbai,5.64,241.9,1.8,1.791759469228055,4.0,4.2,0.22,Cash,5.61,1,1
100218,44.0,Hyderabad,2.47,119.53,1.5,2.772588722239781,5.0,4.0,0.073,credit_card,7.39,0,0
100219,27.0,Pune,8.69,206.65,1.2,4.0943445622221,5.0,4.5,0.206,Credit Card,9.46,0,0
100220,48.0,Delhi,9.34,227.0,1.2,2.0794415416798357,4.0,5.0,0.267,cash,5.23,0,1
100221,34.0,Mumbai,3.22,75.86,1.2,1.9459101490553132,2.0,4.2,0.076,Cash,4.55,0,0
100222,38.0,Delhi,12.15,279.05,1.2,2.639057329615259,3.0,4.5,0.141,Credit Card,5.83,0,0
100223,49.0,Bengaluru,12.44,481.27,2.2,1.3862943611198906,5.0,4.8,0.085,cash,5.33,0,0
100224,19.0,Delhi,4.31,158.09,1.5,2.0794415416798357,1.0,4.8,0.157,credit_card,2.77,0,0
100225,48.0,Hyderabad,21.99,234.5,1.0,2.4849066497880004,5.0,5.0,0.063,credit_card,7.72,0,0
100226,25.0,Mumbai,6.01,137.26,1.0,1.6094379124341003,4.0,5.0,0.408,credit_card,3.46,1,0
100227,31.0,Delhi,28.06,483.61,1.0,3.295836866004329,5.0,4.5,0.088,Cash,7.71,0,0
100228,53.0,Delhi,31.62,525.77,1.0,3.044522437723423,4.0,4.2,0.138,credit_card,7.4,0,1
100229,52.0,Delhi,36.26,566.67,1.0,2.9444389791664403,3.0,4.2,0.082,Credit Card,5.85,1,0
100230,28.0,Bengaluru,33.96,743.635,1.5,2.4849066497880004,4.0,4.5,0.153,credit_card,6.0,0,0
100231,26.0,Mumbai,2.58,97.19,1.0,3.4657359027997265,2.0,4.0,0.162,Cash,6.0,0,0
100232,20.0,Delhi,56.81,743.635,1.0,2.3978952727983707,4.0,5.0,0.108,Credit Card,5.82,0,0
100233,28.0,Bengaluru,24.29,429.43,1.0,1.3862943611198906,4.0,4.2,0.532,credit_card,2.74,1,0
100234,57.0,Pune,3.74,156.27,1.8,2.772588722239781,5.0,4.0,0.094,UPI,8.0,0,0
100235,40.0,Mumbai,6.35,228.23,1.5,3.044522437723423,5.0,5.0,0.17,cash,7.91,0,0
100236,26.0,Hyderabad,13.42,261.17,1.0,1.6094379124341003,3.0,4.8,0.159,UPI,4.01,0,0
100237,36.0,Mumbai,12.78,210.85,1.0,2.772588722239781,3.0,4.5,0.069,upi,6.15,0,0
100238,22.0,Mumbai,22.62,369.36,1.0,2.833213344056216,3.0,3.8,0.106,Cash,6.17,0,0
